age,average_mark,gender,phone_number,first_name,second_name
26,5.82,f,3473896030,Clayton,Williams
19,9.45,f,6200777239,Melinda,Bass
18,5.83,m,7220728683,Salvador,Kinney
27,5.74,f,4089749179,Patrick,Rios
23,6.43,m,9372950474,Janice,Smith
26,9.55,f,5588226351,Wilhelmina,Collins
25,6.26,m,8892206859,Mary,Skeesick
22,9.11,f,5667409661,David,Diaz
27,9.8,m,8273110335,Maritza,Evans
30,8.45,f,1119470053,Samuel,Regan
24,8.58,m,5010974948,Richard,Madden
21,6.67,m,6940175600,Bertha,Boyd
19,5.88,f,4037257625,Travis,Gutierrez
20,7.74,f,4973382016,Lisa,Bernier
24,7.21,m,1326543221,Willie,Keith
21,5.54,f,6408656945,Micheal,Scott
19,5.9,m,2737257956,Norma,Dixon
22,6.66,f,2029144148,Angel,Rhoades
27,4.22,m,9334064242,May,Avent
25,4.44,f,2740711529,Thad,Banks
22,5.2,m,6766410107,Marlene,Leonard
23,7.37,f,7992854148,Cora,Fahey
26,8.6,m,4501571998,Bessie,Trivedi
30,6.31,m,2300883384,Harold,Delgado
22,8.27,f,8836198773,Nicole,Larkin
20,6.99,m,4246423091,Henry,Ferrell
27,7.29,f,3581553941,Holly,White
26,5.82,m,2039546826,Ryan,Digeorgio
20,7.22,f,2424741486,Floyd,Anderson
28,4.58,m,2563572147,Robert,Cahill
24,9.77,f,9561507153,Lori,Villegas
30,6.87,m,7944019557,Jennifer,Maxie
30,7.0,f,1162051813,Cindy,Frazier
18,7.09,m,4057889690,Jerome,Harper
19,9.31,m,8201461564,Christopher,Luna
20,8.7,f,7775329287,David,Valdez
28,4.15,f,2593679674,Ted,Anderson
18,4.53,m,9865628308,Marie,Marn
18,5.98,f,6650002050,James,Doyle
29,5.0,m,3404464096,Jerry,Pinner
19,8.18,f,4155685133,Eileen,Fata
21,8.49,m,5789010720,Gary,Simmons
29,5.16,f,1959239683,Willie,Haven
29,8.28,m,6701758625,John,Meyer
25,8.96,f,7426145071,Leola,Murphy
23,5.73,m,1862125804,Nina,Baker
30,7.64,m,3255126812,Edwin,Zeger
24,6.81,f,8662194481,Mildred,Perkins
26,8.31,f,1431115377,Yong,Reaid
28,8.42,m,2180124274,Lynn,Walker
19,7.55,f,7836628812,Jason,Yates
29,4.08,m,4131705340,Cedric,Wallace
21,4.15,f,4178469668,Anne,Reedy
26,6.0,m,5864332206,Ricky,Tetreault
22,6.69,f,5227677140,Gary,Littleton
28,6.52,m,4672906991,Brian,Deubler
29,6.69,f,4147674984,Adrian,Colvin
21,7.5,m,5080078771,Eleanor,Schroder
28,6.89,m,4291479138,Jean,Gethers
23,8.1,f,4837700669,Matthew,Kim
19,4.71,f,3302618490,Jennifer,Mclean
25,9.68,m,5047503515,Jesus,Weckerly
20,4.94,f,2620759563,Michael,Boyd
28,6.47,m,7030723008,Michael,Chavarria
30,7.15,f,7934074816,Sydney,Anderson
28,6.29,m,6021732188,William,Julius
19,6.99,f,8705815896,Richard,Meza
28,7.13,m,9174568489,Katherine,Roche
22,6.28,f,6406465534,Jacob,Figgs
29,4.32,m,6232569893,Thomas,Weimer
19,5.99,m,2408777774,Willie,Mcgurk
28,7.51,f,6337192383,Minnie,Cook
21,8.69,f,2441277053,Loretta,Molina
24,4.44,m,4865546348,James,Harris
21,5.78,f,5457961770,John,Lyons
21,7.61,m,7437856678,Annie,Krings
19,4.73,f,2355686657,Carrie,Ontiveros
24,4.55,m,7790407831,Marie,Clausen
23,5.55,f,2218231662,Robert,Hung
23,6.91,m,1001313615,Wesley,Shah
30,6.66,f,5100064318,Frank,Lopez
25,7.12,m,3272239171,Albert,Coral
22,4.83,m,8573338619,Kristine,Harvey
29,8.29,f,8489352604,Arlene,Bauer
23,9.86,f,8182123647,Connie,Figueroa
27,4.48,m,9241523288,Tom,Bishop
19,5.6,f,8180553130,James,Harrison
30,5.88,m,6446748992,Sheila,Stier
26,9.45,f,7454122966,Pearl,Mckenna
25,7.92,m,6819050479,Casey,Williams
26,4.48,f,1393070425,Yvette,Heard
28,4.97,m,2808010673,Paul,Paneto
18,7.78,f,1402552228,Christopher,Iniguez
29,5.37,m,3728837413,Sheila,Hudson
21,5.97,m,6829077220,Marilyn,Sexton
28,5.47,f,3725281424,Eric,Marchetti
26,7.59,f,9299304063,Veronica,Benz
24,8.8,m,1563120336,Mackenzie,Horta
23,7.64,f,6825388380,Nellie,Cunningham
28,8.89,m,4863752414,Teresa,Valiente
29,8.75,f,9512409690,Kate,Pospicil
27,5.51,m,2093454744,Lawrence,Mccullough
23,7.27,f,2138488344,Robert,Hannan
18,5.05,m,6280318828,Paul,Miyoshi
18,7.68,f,6030306365,Rebekah,Leonardo
26,4.7,m,6045392408,Lillian,Sanders
21,5.76,m,3916950593,Russell,Tran
30,6.28,f,8255092315,Charles,Fletcher
18,7.47,f,3552477641,Sibyl,Barthelemy
23,4.02,m,8461133510,Trena,Head
25,4.2,f,4477737533,Tracy,Hogan
24,5.07,m,4382910825,Christopher,Scott
19,6.97,f,7392390679,Peter,Langenfeld
21,7.37,m,3440663123,Sara,Miller
20,9.37,f,9915284443,Flora,Allen
27,8.94,m,2501602577,Sarah,Figueiredo
21,9.74,f,2414814682,Ronald,Gotay
22,8.68,m,4583928253,Maryanne,White
28,6.84,m,1438441756,Bettie,Illsley
19,5.1,f,2479891776,Margaret,Eychaner
22,5.81,f,8089930673,Frank,Stevens
19,5.69,m,3092934433,Anthony,Huie
20,7.13,f,4765956994,Jason,Wainwright
18,9.21,m,7628409758,Kenneth,Robles
27,7.81,f,1493009763,Chad,Barnes
29,4.03,m,8344572075,Kelly,Holcomb
28,4.1,f,6023266391,Ruby,Astin
20,5.71,m,4943918508,Laurie,Marshall
20,8.14,f,6720605212,Melanie,Kath
26,9.98,m,4937209371,Jessica,Dubose
25,9.36,m,1565315441,George,Wofford
23,4.1,f,7497695061,Elizabeth,Hollyday
29,5.5,f,3757324452,Gloria,Gilreath
24,4.43,m,5136064382,Kathleen,Pruitt
20,6.95,f,7711221884,James,Bohman
28,4.88,m,8594087795,John,Ferreira
28,5.82,f,1722235319,Everett,Mccollough
21,4.47,m,6054489709,Phyliss,Wood
22,5.31,f,1448486459,Jamie,Wood
30,8.17,m,7446074621,Ralph,Finwall
30,6.29,f,4522424663,Florence,Lile
22,9.52,m,7882459973,Geraldine,Nelson
27,9.74,m,8471562466,Robin,Santiago
18,9.49,f,7530478257,Maureen,Daugherty
28,7.05,f,7430443904,Matthew,Grogan
25,9.54,m,6007147768,James,Ryan
24,4.82,f,1906836425,Brian,Christiansen
21,9.7,m,8011674096,Sondra,Bui
21,7.6,f,5552812477,Janice,Luna
20,9.08,m,7136315264,Roger,Felton
28,9.96,f,6647432642,Gregory,Harris
22,5.3,m,5300302769,Jewell,Pate
22,8.9,f,8244964743,Antionette,Blaydes
23,8.22,m,7368673296,Lisa,Harrison
24,4.15,m,5969339507,Avery,Chestnut
29,9.9,f,1695060535,Alfred,Mendez
20,7.7,f,7283254060,Loretta,Sullivan
22,6.28,m,8025678920,Matthew,Fischer
19,5.32,f,6897046219,Fred,Mckane
30,9.48,m,7299902800,Aaron,Netolicky
22,6.4,f,4474641608,Mark,Phillips
19,5.2,m,3257609054,Curtis,Aiello
29,9.24,f,5662722240,Karen,Spalding
18,7.66,m,8054344333,Angelita,Williamson
22,5.52,f,3813216151,Rita,Peterson
18,9.05,m,6693789741,William,Childs
26,5.33,m,7149967396,Jackie,Hummel
28,6.21,f,6154153254,Lance,Cainne
22,7.15,f,4022840182,James,Moore
22,5.03,m,2740229616,Bambi,Sholders
24,6.44,f,6797068026,Pamela,Collins
26,5.99,m,4711467335,John,Gray
30,4.37,f,1498392761,Cynthia,Greene
20,6.25,m,3345774226,Lori,Hennemann
23,4.82,f,3255880745,Thomas,Scruggs
20,4.15,m,9411242747,Hattie,Dougherty
28,7.39,f,7928995530,Justin,Mckenney
28,9.87,m,2145069774,Mark,Shippey
19,4.11,m,3177742111,George,Berti
29,9.19,f,1980649526,Sheila,Miranda
19,5.55,f,4268565236,Gloria,Kline
18,4.24,m,5448557709,Ardith,Thomas
24,6.08,f,2710762578,Raymond,Gagnon
20,6.97,m,5774761163,Pamela,Goehner
27,5.56,f,5822164066,Julia,Jackson
29,5.03,m,5821433089,Jan,Arndt
29,6.2,f,3839964962,James,Rivera
24,4.31,m,9985176612,Jennifer,Dullea
21,9.02,f,3866253021,Laura,Norris
19,9.72,m,7361490231,Amy,Marshall
26,6.5,m,4483062912,Todd,Wayman
29,8.36,f,1510105953,Louis,Parson
24,4.08,f,4619654365,Charles,Hawley
25,5.14,m,9532687307,Tammy,Munday
20,9.64,f,3332736091,Dawn,Oconor
27,5.46,m,7482471905,Ila,Tobin
22,9.37,f,8734921783,Gloria,Gaffney
20,4.38,m,3078602570,Francis,Fletcher
29,9.07,f,8240444677,Tammy,Perry
26,5.26,m,4469018423,Robert,Carrera
24,4.94,f,5854265358,Sharron,Ellis
26,9.59,m,2218614971,Sheila,Taylor
22,7.86,m,4002717847,Richard,Eaddy
28,7.46,f,1457322664,Billy,Chrisman
23,9.13,f,8263777271,Dorothy,Daugherty
29,7.21,m,4015649673,Paul,Colon
30,4.81,f,3159561273,Justin,Mann
29,6.33,m,4089947541,Michelle,Torres
28,6.59,f,4262304061,Timothy,Mercado
25,8.15,m,5726958853,Christopher,Frank
18,8.86,f,2194063619,Johnnie,Evans
18,7.11,m,5675864879,Jean,Carter
22,6.88,f,9905290538,Matthew,Mcdearmont
30,4.86,m,0,Dorothy,Yeager
24,6.86,m,1165642564,Ruth,Rhodes
25,6.07,f,3897847462,James,Powers
29,5.27,f,7560844456,Nell,Dyson
27,6.71,m,5673968815,Edward,Bailey
23,6.92,f,5616277591,Diana,Patton
19,9.27,m,4989797398,Barbara,Copeland
30,4.0,f,9662712410,Clarence,Cerverizzo
20,6.62,m,3784462119,Daniel,Lloyd
24,4.25,f,7783085660,Jeffrey,Maxcy
20,7.28,m,2941843944,Brian,Heidinger
23,6.78,f,3191761707,Howard,Haitz
27,8.85,m,8197773860,Barbara,Leroy
26,5.97,m,3634140865,Doris,Scantling
24,5.54,f,5826464051,Richard,Caruthers
27,4.56,f,6769669650,Mabel,Dorch
27,9.08,m,2803709571,Yolanda,Conner
26,7.99,f,3833060094,Susan,Haley
22,4.09,m,6887681779,Brenda,Scott
24,9.48,f,2407940126,George,Lawless
18,9.99,m,6846142524,Richard,Snider
29,7.92,f,4106348755,Florence,Sooter
19,5.1,m,2956517523,Ann,Sorensen
24,7.95,f,9087984691,Debbie,Feazel
22,5.42,m,5431270645,Blaine,Gust
21,9.62,m,8593624176,Gerald,Gomez
25,9.46,f,7385434807,Daniel,Wilson
28,5.96,f,6941071900,George,Lapointe
28,5.92,m,7260144105,Brian,Darrow
27,5.1,f,8527511967,Edward,Jarvie
26,7.67,m,2637483672,John,Paolucci
20,5.94,f,4273250935,Don,Dryden
29,4.54,m,4369797942,Tonya,Sculley
27,5.14,f,3536615413,William,Erling
26,9.59,m,1756393633,Annie,Maddox
19,7.58,f,1772424730,James,Purcell
26,9.03,m,4413415262,Theresa,Morgan
27,5.96,m,1627824854,Sean,Dieteman
19,5.89,f,6287319983,Joyce,Robison
23,7.82,f,6331317207,Larissa,Stalling
23,6.96,m,5910486368,Thomas,Ramos
29,4.65,f,4861580895,Kimberly,Tarver
30,4.43,m,9706166191,Louie,Unrein
27,8.19,f,9296763294,Miguel,Bertalan
29,6.69,m,8905632446,Brian,Perkins
24,8.6,f,3895052467,Brittney,Muller
19,6.92,m,5623386200,Terry,Gillikin
25,4.36,f,9848577659,Lela,Sanders
30,8.17,m,1461611987,Herman,Mcavoy
21,6.82,m,6236345009,Robert,Ange
21,6.33,f,6336807454,Stephanie,Ramirez
25,9.62,f,7686766980,Noah,Minton
24,6.47,m,2563071916,Cynthia,Wood
28,6.82,f,8081104669,Sue,Mahon
25,5.33,m,7194800388,Lisa,Robards
28,8.42,f,1726510272,John,Jones
26,9.39,m,8212575376,Roger,Williams
20,9.29,f,2454362180,Thomas,Black
23,5.66,m,4447089849,Leonore,Mcmillian
19,7.76,f,8274835045,Betty,Mccoy
21,5.0,m,6097032255,Janice,Sousa
24,8.7,m,9386492012,Emma,Mottillo
19,6.24,f,5852363574,Kristi,Swanson
27,8.44,f,4527243891,Ann,Eaton
28,6.54,m,5600323603,Olive,Williams
27,8.65,f,9519917170,Paul,Rio
26,6.6,m,3126268664,Earl,Horan
25,8.06,f,9500889162,Linda,Mckoy
23,5.38,m,3977092044,Kevin,Brown
26,7.07,f,6083875093,Jack,Meza
28,7.27,m,1293494594,Joe,Smith
19,8.12,m,7645144218,Don,Knox
26,6.3,f,8520400613,Teresa,Robotham
21,7.26,f,2042904150,Maryjane,Shafer
24,5.14,f,1648650554,Estella,Neubauer
25,9.95,f,7315700843,Cassandra,Maldonado
26,4.03,f,5079480598,Sherry,Bean
23,8.03,m,7245566339,Leonard,Jackson
19,5.35,m,5237909327,James,Mills
19,6.44,f,9133964072,Kristen,Keri
28,4.93,m,1748313049,Angelo,Landrum
22,4.18,f,3045049609,Dora,Swarr
20,6.12,f,8242180850,Diane,Laird
27,4.84,m,6944564683,Darren,Charbonneau
28,5.43,f,2342775196,Barbara,Lambert
30,5.81,m,4816255420,Mark,Waits
19,5.76,f,6303405298,Ann,Mondragon
23,5.51,f,3655711518,Michelle,Oneal
25,9.82,m,3625729887,Carl,Campbell
27,4.55,m,5787058556,Alice,Digangi
30,9.64,m,8438794356,Frances,Nez
24,8.96,m,6953801751,Amber,Wilson
27,4.26,f,3159069766,Maria,Ceraos
29,4.33,m,3130592191,Jennifer,Turner
29,5.43,f,5101172539,Larry,Smith
28,9.07,m,9999049985,Daniel,Dumar
22,6.04,f,3212002238,Mary,Macdonald
29,6.35,f,5541879822,Johnnie,Yepez
20,7.76,m,3604722993,Stella,Hallmark
27,4.87,f,4752059136,Jimmy,Dunnaway
23,7.34,m,6063998094,Hilda,Bohlke
18,8.81,m,3421000522,Robert,Maines
19,8.86,f,9073263698,Richard,Shackleford
24,8.83,f,7202689927,Shane,Machesky
18,7.97,f,7990739598,Rodolfo,Maldonado
29,4.52,m,4451079210,Connie,Butler
19,9.28,f,8203852661,Michael,Kath
21,7.71,m,1634320275,Josephine,Newbury
24,8.0,f,5940294729,Martha,Burton
24,8.18,f,9608098980,Evelyn,Johnson
27,8.84,f,5396403991,Renee,Munn
29,7.99,f,7243833251,Brenna,Szymansky
29,8.46,f,8617499005,Luz,Roseboro
28,9.98,f,8488429845,Heather,Garcia
26,5.05,m,9021012395,Anita,Tudor
30,9.1,f,6652129046,Eddie,Shiels
24,7.35,m,1131993455,Edwin,Broadwell
22,8.88,m,1001615970,Corinne,Hamblin
24,7.87,m,7760454105,Connie,Berry
22,4.37,f,4498608412,Larry,Fields
18,9.29,m,3240524549,Amber,Wallin
27,4.48,f,2591481797,Richard,Somers
27,7.52,m,3585955785,Steve,Williams
30,9.91,m,5542802143,Lee,Davis
21,9.25,f,2153182747,Alice,Hudson
29,7.02,f,2718015895,Elissa,Sinclair
21,5.13,f,6604409979,Anita,Mcpherson
30,9.15,f,4547964732,Jackie,Johnson
30,7.52,m,0,Howard,Smoot
28,7.91,m,1121824341,Robert,Gonzalez
21,5.72,f,4669747908,Leticia,Wright
24,6.19,m,1041025345,Carl,Olson
19,4.54,f,8209782923,Evelyn,Daniels
25,4.39,m,5334973696,Robert,Hatley
29,4.5,f,9452816614,Kelly,Stewart
18,7.63,m,3029672558,Logan,Pruitt
30,6.13,f,8037505989,Tammy,Wong
24,9.51,m,3224784364,Henry,Quinton
30,4.76,m,9792395707,Stanley,Monteleone
28,9.4,m,3074548655,Harry,Neher
23,7.23,m,2168085069,Jason,Rossetti
26,5.36,f,5652613487,Emma,Marcus
18,6.88,f,2204191935,Lindsey,Cummings
25,5.41,m,7690515806,Miguel,Guinn
27,5.65,m,3862376667,James,Herring
21,7.86,f,5316844098,Glenda,Cisneros
29,9.43,f,8493206418,Gladys,Purdom
25,6.85,f,4021796220,Marjorie,Rapelyea
30,6.78,m,8298886039,Malcolm,Smith
19,8.73,f,1736923449,Erica,Broussard
19,7.36,f,9575967989,Emma,Mcbride
18,7.27,m,7874957483,Raymond,Soileau
30,7.19,m,3151883595,Rikki,Gomes
29,6.4,m,9640849278,Thomas,Spaur
29,8.41,m,1578904865,Gabrielle,Szmidt
24,7.66,m,6033718081,Justin,Gonzales
